category,metric,week_start,week_end,week_range,value
Leads,EH Opt in pop up box,2025-04-22,2025-04-28,22-04-2025 - 28-04-2025,54
Leads,EH WhatsApp,2025-04-22,2025-04-28,22-04-2025 - 28-04-2025,48
Leads,Nuture Sequence EH,2025-04-22,2025-04-28,22-04-2025 - 28-04-2025,0
Leads,Nuture Sequence PTH,2025-04-22,2025-04-28,22-04-2025 - 28-04-2025,0
Leads,PTH IG,2025-04-22,2025-04-28,22-04-2025 - 28-04-2025,0
Leads,PTH Opt in pop up box,2025-04-22,2025-04-28,22-04-2025 - 28-04-2025,9
Leads,PTH WhatsApp,2025-04-22,2025-04-28,22-04-2025 - 28-04-2025,5
Leads,QUALIFIED LEADS EH,2025-04-22,2025-04-28,22-04-2025 - 28-04-2025,51
Leads,QUALIFIED LEADS PTH,2025-04-22,2025-04-28,22-04-2025 - 28-04-2025,7
Leads,Total Number of EH calls,2025-04-22,2025-04-28,22-04-2025 - 28-04-2025,1
Leads,Total Number of Leads EH,2025-04-22,2025-04-28,22-04-2025 - 28-04-2025,121
Leads,Total Number of Leads PTH,2025-04-22,2025-04-28,22-04-2025 - 28-04-2025,24
Leads,Total Number of PTH calls,2025-04-22,2025-04-28,22-04-2025 - 28-04-2025,0
Sales,Hold invoices cancelled,2025-04-22,2025-04-28,22-04-2025 - 28-04-2025,2
Sales,Hold invoices cancelled,2025-04-22,2025-04-28,22-04-2025 - 28-04-2025,NA
Sales,Hold invoices outstanding,2025-04-22,2025-04-28,22-04-2025 - 28-04-2025,5
Sales,Hold invoices outstanding,2025-04-22,2025-04-28,22-04-2025 - 28-04-2025,0
Sales,Hold invoices paid over 2 days,2025-04-22,2025-04-28,22-04-2025 - 28-04-2025,0
Sales,Hold invoices paid over 3 days,2025-04-22,2025-04-28,22-04-2025 - 28-04-2025,0
Sales,Hold invoices paid within 2 days,2025-04-22,2025-04-28,22-04-2025 - 28-04-2025,16
Sales,Hold invoices paid within 3 days,2025-04-22,2025-04-28,22-04-2025 - 28-04-2025,4
Sales,Hold invoices raised EH,2025-04-22,2025-04-28,22-04-2025 - 28-04-2025,21
Sales,Hold invoices raised PTH,2025-04-22,2025-04-28,22-04-2025 - 28-04-2025,4
Sales,Hold to Paid conversion EH,2025-04-22,2025-04-28,22-04-2025 - 28-04-2025,16
Sales,Hold to Paid conversion PTH,2025-04-22,2025-04-28,22-04-2025 - 28-04-2025,4
Sales,Lead to quote,2025-04-22,2025-04-28,22-04-2025 - 28-04-2025,27
Sales,Qualified Lead to Hold conversion EH,2025-04-22,2025-04-28,22-04-2025 - 28-04-2025,0.41
Sales,Qualified Lead to Hold conversion PTH,2025-04-22,2025-04-28,22-04-2025 - 28-04-2025,0.57
Leads,Alumnae EH,2025-04-29,2025-05-05,29-04-2025 - 05-05-2025,2
Leads,Alumnae PTH,2025-04-29,2025-05-05,29-04-2025 - 05-05-2025,0
Leads,Daily Average EH,2025-04-29,2025-05-05,29-04-2025 - 05-05-2025,12
Leads,Daily Average PTH,2025-04-29,2025-05-05,29-04-2025 - 05-05-2025,3
Leads,EH IG,2025-04-29,2025-05-05,29-04-2025 - 05-05-2025,0
Leads,EH Live Chat,2025-04-29,2025-05-05,29-04-2025 - 05-05-2025,0
Leads,EH Opt in pop up box,2025-04-29,2025-05-05,29-04-2025 - 05-05-2025,39
Leads,EH WhatsApp,2025-04-29,2025-05-05,29-04-2025 - 05-05-2025,21
Leads,Nuture Sequence EH,2025-04-29,2025-05-05,29-04-2025 - 05-05-2025,0
Leads,Nuture Sequence PTH,2025-04-29,2025-05-05,29-04-2025 - 05-05-2025,0
Leads,PTH IG,2025-04-29,2025-05-05,29-04-2025 - 05-05-2025,0
Leads,PTH Opt in pop up box,2025-04-29,2025-05-05,29-04-2025 - 05-05-2025,6
Leads,PTH WhatsApp,2025-04-29,2025-05-05,29-04-2025 - 05-05-2025,5
Leads,QUALIFIED LEADS EH,2025-04-29,2025-05-05,29-04-2025 - 05-05-2025,31
Leads,QUALIFIED LEADS PTH,2025-04-29,2025-05-05,29-04-2025 - 05-05-2025,6
Leads,Total Number of EH calls,2025-04-29,2025-05-05,29-04-2025 - 05-05-2025,1
Leads,Total Number of Leads EH,2025-04-29,2025-05-05,29-04-2025 - 05-05-2025,85
Leads,Total Number of Leads PTH,2025-04-29,2025-05-05,29-04-2025 - 05-05-2025,19
Leads,Total Number of PTH calls,2025-04-29,2025-05-05,29-04-2025 - 05-05-2025,0
Sales,Hold invoices cancelled,2025-04-29,2025-05-05,29-04-2025 - 05-05-2025,2
Sales,Hold invoices cancelled,2025-04-29,2025-05-05,29-04-2025 - 05-05-2025,0
Sales,Hold invoices outstanding,2025-04-29,2025-05-05,29-04-2025 - 05-05-2025,5
Sales,Hold invoices outstanding,2025-04-29,2025-05-05,29-04-2025 - 05-05-2025,0
Sales,Hold invoices paid over 2 days,2025-04-29,2025-05-05,29-04-2025 - 05-05-2025,1
Sales,Hold invoices paid over 3 days,2025-04-29,2025-05-05,29-04-2025 - 05-05-2025,0
Sales,Hold invoices paid within 2 days,2025-04-29,2025-05-05,29-04-2025 - 05-05-2025,13
Sales,Hold invoices paid within 3 days,2025-04-29,2025-05-05,29-04-2025 - 05-05-2025,3
Sales,Hold invoices raised EH,2025-04-29,2025-05-05,29-04-2025 - 05-05-2025,19
Sales,Hold invoices raised PTH,2025-04-29,2025-05-05,29-04-2025 - 05-05-2025,3
Sales,Hold to Paid conversion EH,2025-04-29,2025-05-05,29-04-2025 - 05-05-2025,14
Sales,Hold to Paid conversion PTH,2025-04-29,2025-05-05,29-04-2025 - 05-05-2025,3
Sales,Lead to quote,2025-04-29,2025-05-05,29-04-2025 - 05-05-2025,25
Sales,Qualified Lead to Hold conversion EH,2025-04-29,2025-05-05,29-04-2025 - 05-05-2025,0.61
Sales,Qualified Lead to Hold conversion PTH,2025-04-29,2025-05-05,29-04-2025 - 05-05-2025,0.5
Leads,Alumnae EH,2025-05-06,2025-05-12,06-05-2025 - 12-05-2025,3
Leads,Alumnae PTH,2025-05-06,2025-05-12,06-05-2025 - 12-05-2025,1
Leads,Daily Average EH,2025-05-06,2025-05-12,06-05-2025 - 12-05-2025,14
Leads,Daily Average PTH,2025-05-06,2025-05-12,06-05-2025 - 12-05-2025,3
Leads,EH IG,2025-05-06,2025-05-12,06-05-2025 - 12-05-2025,0
Leads,EH Live Chat,2025-05-06,2025-05-12,06-05-2025 - 12-05-2025,0
Leads,EH Opt in pop up box,2025-05-06,2025-05-12,06-05-2025 - 12-05-2025,38
Leads,EH WhatsApp,2025-05-06,2025-05-12,06-05-2025 - 12-05-2025,44
Leads,Nuture Sequence EH,2025-05-06,2025-05-12,06-05-2025 - 12-05-2025,0
Leads,Nuture Sequence PTH,2025-05-06,2025-05-12,06-05-2025 - 12-05-2025,0
Leads,PTH IG,2025-05-06,2025-05-12,06-05-2025 - 12-05-2025,0
Leads,PTH Opt in pop up box,2025-05-06,2025-05-12,06-05-2025 - 12-05-2025,3
Leads,PTH WhatsApp,2025-05-06,2025-05-12,06-05-2025 - 12-05-2025,8
Leads,QUALIFIED LEADS EH,2025-05-06,2025-05-12,06-05-2025 - 12-05-2025,34
Leads,QUALIFIED LEADS PTH,2025-05-06,2025-05-12,06-05-2025 - 12-05-2025,10
Leads,Total Number of EH calls,2025-05-06,2025-05-12,06-05-2025 - 12-05-2025,1
Leads,Total Number of Leads EH,2025-05-06,2025-05-12,06-05-2025 - 12-05-2025,100
Leads,Total Number of Leads PTH,2025-05-06,2025-05-12,06-05-2025 - 12-05-2025,18
Leads,Total Number of PTH calls,2025-05-06,2025-05-12,06-05-2025 - 12-05-2025,0
Sales,Hold invoices cancelled,2025-05-06,2025-05-12,06-05-2025 - 12-05-2025,1
Sales,Hold invoices cancelled,2025-05-06,2025-05-12,06-05-2025 - 12-05-2025,1
Sales,Hold invoices outstanding,2025-05-06,2025-05-12,06-05-2025 - 12-05-2025,3
Sales,Hold invoices outstanding,2025-05-06,2025-05-12,06-05-2025 - 12-05-2025,1
Sales,Hold invoices paid over 2 days,2025-05-06,2025-05-12,06-05-2025 - 12-05-2025,1
Sales,Hold invoices paid over 3 days,2025-05-06,2025-05-12,06-05-2025 - 12-05-2025,0
Sales,Hold invoices paid within 2 days,2025-05-06,2025-05-12,06-05-2025 - 12-05-2025,10
Sales,Hold invoices paid within 3 days,2025-05-06,2025-05-12,06-05-2025 - 12-05-2025,4
Sales,Hold invoices raised EH,2025-05-06,2025-05-12,06-05-2025 - 12-05-2025,15
Sales,Hold invoices raised PTH,2025-05-06,2025-05-12,06-05-2025 - 12-05-2025,6
Sales,Hold to Paid conversion EH,2025-05-06,2025-05-12,06-05-2025 - 12-05-2025,11
Sales,Hold to Paid conversion PTH,2025-05-06,2025-05-12,06-05-2025 - 12-05-2025,4
Sales,Lead to quote,2025-05-06,2025-05-12,06-05-2025 - 12-05-2025,25
Sales,Qualified Lead to Hold conversion EH,2025-05-06,2025-05-12,06-05-2025 - 12-05-2025,0.44
Sales,Qualified Lead to Hold conversion PTH,2025-05-06,2025-05-12,06-05-2025 - 12-05-2025,0.6
Leads,Alumnae EH,2025-05-13,2025-05-19,13-05-2025 - 19-05-2025,2
Leads,Alumnae PTH,2025-05-13,2025-05-19,13-05-2025 - 19-05-2025,0
Leads,Daily Average EH,2025-05-13,2025-05-19,13-05-2025 - 19-05-2025,16
Leads,Daily Average PTH,2025-05-13,2025-05-19,13-05-2025 - 19-05-2025,5
Leads,EH IG,2025-05-13,2025-05-19,13-05-2025 - 19-05-2025,12
Leads,EH Live Chat,2025-05-13,2025-05-19,13-05-2025 - 19-05-2025,0
Leads,EH Opt in pop up box,2025-05-13,2025-05-19,13-05-2025 - 19-05-2025,63
Leads,EH WhatsApp,2025-05-13,2025-05-19,13-05-2025 - 19-05-2025,16
Leads,Nuture Sequence EH,2025-05-13,2025-05-19,13-05-2025 - 19-05-2025,0
Leads,Nuture Sequence PTH,2025-05-13,2025-05-19,13-05-2025 - 19-05-2025,0
Leads,PTH IG,2025-05-13,2025-05-19,13-05-2025 - 19-05-2025,0
Leads,PTH Opt in pop up box,2025-05-13,2025-05-19,13-05-2025 - 19-05-2025,22
Leads,PTH WhatsApp,2025-05-13,2025-05-19,13-05-2025 - 19-05-2025,6
Leads,QUALIFIED LEADS EH,2025-05-13,2025-05-19,13-05-2025 - 19-05-2025,27
Leads,QUALIFIED LEADS PTH,2025-05-13,2025-05-19,13-05-2025 - 19-05-2025,9
Leads,Total Number of EH calls,2025-05-13,2025-05-19,13-05-2025 - 19-05-2025,1
Leads,Total Number of Leads EH,2025-05-13,2025-05-19,13-05-2025 - 19-05-2025,111
Leads,Total Number of Leads PTH,2025-05-13,2025-05-19,13-05-2025 - 19-05-2025,36
Leads,Total Number of PTH calls,2025-05-13,2025-05-19,13-05-2025 - 19-05-2025,0
Sales,Hold invoices cancelled,2025-05-13,2025-05-19,13-05-2025 - 19-05-2025,1
Sales,Hold invoices cancelled,2025-05-13,2025-05-19,13-05-2025 - 19-05-2025,2
Sales,Hold invoices outstanding,2025-05-13,2025-05-19,13-05-2025 - 19-05-2025,5
Sales,Hold invoices outstanding,2025-05-13,2025-05-19,13-05-2025 - 19-05-2025,1
Sales,Hold invoices paid over 2 days,2025-05-13,2025-05-19,13-05-2025 - 19-05-2025,0
Sales,Hold invoices paid over 3 days,2025-05-13,2025-05-19,13-05-2025 - 19-05-2025,0
Sales,Hold invoices paid within 2 days,2025-05-13,2025-05-19,13-05-2025 - 19-05-2025,9
Sales,Hold invoices paid within 3 days,2025-05-13,2025-05-19,13-05-2025 - 19-05-2025,2
Sales,Hold invoices raised EH,2025-05-13,2025-05-19,13-05-2025 - 19-05-2025,14
Sales,Hold invoices raised PTH,2025-05-13,2025-05-19,13-05-2025 - 19-05-2025,3
Sales,Hold to Paid conversion EH,2025-05-13,2025-05-19,13-05-2025 - 19-05-2025,9
Sales,Hold to Paid conversion PTH,2025-05-13,2025-05-19,13-05-2025 - 19-05-2025,2
Sales,Lead to quote,2025-05-13,2025-05-19,13-05-2025 - 19-05-2025,16
Sales,Qualified Lead to Hold conversion EH,2025-05-13,2025-05-19,13-05-2025 - 19-05-2025,0.52
Sales,Qualified Lead to Hold conversion PTH,2025-05-13,2025-05-19,13-05-2025 - 19-05-2025,0.33
Leads,Alumnae EH,2025-05-20,2025-05-26,20-05-2025 - 26-05-2025,6
Leads,Alumnae PTH,2025-05-20,2025-05-26,20-05-2025 - 26-05-2025,0
Leads,Daily Average EH,2025-05-20,2025-05-26,20-05-2025 - 26-05-2025,16
Leads,Daily Average PTH,2025-05-20,2025-05-26,20-05-2025 - 26-05-2025,3
Leads,EH IG,2025-05-20,2025-05-26,20-05-2025 - 26-05-2025,8
Leads,EH Live Chat,2025-05-20,2025-05-26,20-05-2025 - 26-05-2025,0
Leads,EH Opt in pop up box,2025-05-20,2025-05-26,20-05-2025 - 26-05-2025,46
Leads,EH WhatsApp,2025-05-20,2025-05-26,20-05-2025 - 26-05-2025,37
Leads,Nuture Sequence EH,2025-05-20,2025-05-26,20-05-2025 - 26-05-2025,0
Leads,Nuture Sequence PTH,2025-05-20,2025-05-26,20-05-2025 - 26-05-2025,0
Leads,PTH IG,2025-05-20,2025-05-26,20-05-2025 - 26-05-2025,0
Leads,PTH Opt in pop up box,2025-05-20,2025-05-26,20-05-2025 - 26-05-2025,9
Leads,PTH WhatsApp,2025-05-20,2025-05-26,20-05-2025 - 26-05-2025,6
Leads,QUALIFIED LEADS EH,2025-05-20,2025-05-26,20-05-2025 - 26-05-2025,43
Leads,QUALIFIED LEADS PTH,2025-05-20,2025-05-26,20-05-2025 - 26-05-2025,6
Leads,Total Number of EH calls,2025-05-20,2025-05-26,20-05-2025 - 26-05-2025,1
Leads,Total Number of Leads EH,2025-05-20,2025-05-26,20-05-2025 - 26-05-2025,110
Leads,Total Number of Leads PTH,2025-05-20,2025-05-26,20-05-2025 - 26-05-2025,19
Leads,Total Number of PTH calls,2025-05-20,2025-05-26,20-05-2025 - 26-05-2025,0
Sales,Hold invoices cancelled,2025-05-20,2025-05-26,20-05-2025 - 26-05-2025,3
Sales,Hold invoices cancelled,2025-05-20,2025-05-26,20-05-2025 - 26-05-2025,1
Sales,Hold invoices outstanding,2025-05-20,2025-05-26,20-05-2025 - 26-05-2025,4
Sales,Hold invoices outstanding,2025-05-20,2025-05-26,20-05-2025 - 26-05-2025,0
Sales,Hold invoices paid over 2 days,2025-05-20,2025-05-26,20-05-2025 - 26-05-2025,0
Sales,Hold invoices paid over 3 days,2025-05-20,2025-05-26,20-05-2025 - 26-05-2025,2
Sales,Hold invoices paid within 2 days,2025-05-20,2025-05-26,20-05-2025 - 26-05-2025,8
Sales,Hold invoices paid within 3 days,2025-05-20,2025-05-26,20-05-2025 - 26-05-2025,0
Sales,Hold invoices raised EH,2025-05-20,2025-05-26,20-05-2025 - 26-05-2025,12
Sales,Hold invoices raised PTH,2025-05-20,2025-05-26,20-05-2025 - 26-05-2025,2
Sales,Hold to Paid conversion EH,2025-05-20,2025-05-26,20-05-2025 - 26-05-2025,8
Sales,Hold to Paid conversion PTH,2025-05-20,2025-05-26,20-05-2025 - 26-05-2025,2
Sales,Lead to quote,2025-05-20,2025-05-26,20-05-2025 - 26-05-2025,17
Sales,Qualified Lead to Hold conversion EH,2025-05-20,2025-05-26,20-05-2025 - 26-05-2025,0.28
Sales,Qualified Lead to Hold conversion PTH,2025-05-20,2025-05-26,20-05-2025 - 26-05-2025,0.33
Leads,Alumnae EH,2025-05-27,2025-06-02,27-05-2025 - 02-06-2025,4
Leads,Alumnae PTH,2025-05-27,2025-06-02,27-05-2025 - 02-06-2025,2
Leads,Daily Average EH,2025-05-27,2025-06-02,27-05-2025 - 02-06-2025,20
Leads,Daily Average PTH,2025-05-27,2025-06-02,27-05-2025 - 02-06-2025,6
Leads,EH IG,2025-05-27,2025-06-02,27-05-2025 - 02-06-2025,2
Leads,EH Live Chat,2025-05-27,2025-06-02,27-05-2025 - 02-06-2025,1
Leads,EH Opt in pop up box,2025-05-27,2025-06-02,27-05-2025 - 02-06-2025,63
Leads,EH WhatsApp,2025-05-27,2025-06-02,27-05-2025 - 02-06-2025,33
Leads,Nuture Sequence EH,2025-05-27,2025-06-02,27-05-2025 - 02-06-2025,1
Leads,Nuture Sequence PTH,2025-05-27,2025-06-02,27-05-2025 - 02-06-2025,0
Leads,PTH IG,2025-05-27,2025-06-02,27-05-2025 - 02-06-2025,0
Leads,PTH Opt in pop up box,2025-05-27,2025-06-02,27-05-2025 - 02-06-2025,11
Leads,PTH WhatsApp,2025-05-27,2025-06-02,27-05-2025 - 02-06-2025,4
Leads,QUALIFIED LEADS EH,2025-05-27,2025-06-02,27-05-2025 - 02-06-2025,45
Leads,QUALIFIED LEADS PTH,2025-05-27,2025-06-02,27-05-2025 - 02-06-2025,5
Leads,Total Number of EH calls,2025-05-27,2025-06-02,27-05-2025 - 02-06-2025,2
Leads,Total Number of Leads EH,2025-05-27,2025-06-02,27-05-2025 - 02-06-2025,139
Leads,Total Number of Leads PTH,2025-05-27,2025-06-02,27-05-2025 - 02-06-2025,20
Leads,Total Number of PTH calls,2025-05-27,2025-06-02,27-05-2025 - 02-06-2025,0
Sales,Hold invoices cancelled,2025-05-27,2025-06-02,27-05-2025 - 02-06-2025,1
Sales,Hold invoices cancelled,2025-05-27,2025-06-02,27-05-2025 - 02-06-2025,0
Sales,Hold invoices outstanding,2025-05-27,2025-06-02,27-05-2025 - 02-06-2025,6
Sales,Hold invoices outstanding,2025-05-27,2025-06-02,27-05-2025 - 02-06-2025,2
Sales,Hold invoices paid over 2 days,2025-05-27,2025-06-02,27-05-2025 - 02-06-2025,2
Sales,Hold invoices paid over 3 days,2025-05-27,2025-06-02,27-05-2025 - 02-06-2025,0
Sales,Hold invoices paid within 2 days,2025-05-27,2025-06-02,27-05-2025 - 02-06-2025,15
Sales,Hold invoices paid within 3 days,2025-05-27,2025-06-02,27-05-2025 - 02-06-2025,1
Sales,Hold invoices raised EH,2025-05-27,2025-06-02,27-05-2025 - 02-06-2025,23
Sales,Hold invoices raised PTH,2025-05-27,2025-06-02,27-05-2025 - 02-06-2025,3
Sales,Hold to Paid conversion EH,2025-05-27,2025-06-02,27-05-2025 - 02-06-2025,17
Sales,Hold to Paid conversion PTH,2025-05-27,2025-06-02,27-05-2025 - 02-06-2025,1
Sales,Lead to quote,2025-05-27,2025-06-02,27-05-2025 - 02-06-2025,34
Sales,Qualified Lead to Hold conversion EH,2025-05-27,2025-06-02,27-05-2025 - 02-06-2025,0.51
Sales,Qualified Lead to Hold conversion PTH,2025-05-27,2025-06-02,27-05-2025 - 02-06-2025,0.6
Leads,Alumnae EH,2025-06-03,2025-06-09,03-06-2025 - 09-06-2025,5
Leads,Alumnae PTH,2025-06-03,2025-06-09,03-06-2025 - 09-06-2025,0
Leads,Daily Average EH,2025-06-03,2025-06-09,03-06-2025 - 09-06-2025,16
Leads,Daily Average PTH,2025-06-03,2025-06-09,03-06-2025 - 09-06-2025,5
Leads,EH IG,2025-06-03,2025-06-09,03-06-2025 - 09-06-2025,2
Leads,EH Live Chat,2025-06-03,2025-06-09,03-06-2025 - 09-06-2025,8
Leads,EH Opt in pop up box,2025-06-03,2025-06-09,03-06-2025 - 09-06-2025,54
Leads,EH WhatsApp,2025-06-03,2025-06-09,03-06-2025 - 09-06-2025,24
Leads,Nuture Sequence EH,2025-06-03,2025-06-09,03-06-2025 - 09-06-2025,0
Leads,Nuture Sequence PTH,2025-06-03,2025-06-09,03-06-2025 - 09-06-2025,0
Leads,PTH IG,2025-06-03,2025-06-09,03-06-2025 - 09-06-2025,0
Leads,PTH Opt in pop up box,2025-06-03,2025-06-09,03-06-2025 - 09-06-2025,7
Leads,PTH WhatsApp,2025-06-03,2025-06-09,03-06-2025 - 09-06-2025,3
Leads,QUALIFIED LEADS EH,2025-06-03,2025-06-09,03-06-2025 - 09-06-2025,38
Leads,QUALIFIED LEADS PTH,2025-06-03,2025-06-09,03-06-2025 - 09-06-2025,6
Leads,Total Number of EH calls,2025-06-03,2025-06-09,03-06-2025 - 09-06-2025,1
Leads,Total Number of Leads EH,2025-06-03,2025-06-09,03-06-2025 - 09-06-2025,115
Leads,Total Number of Leads PTH,2025-06-03,2025-06-09,03-06-2025 - 09-06-2025,12
Leads,Total Number of PTH calls,2025-06-03,2025-06-09,03-06-2025 - 09-06-2025,0
Sales,Hold invoices cancelled,2025-06-03,2025-06-09,03-06-2025 - 09-06-2025,1
Sales,Hold invoices cancelled,2025-06-03,2025-06-09,03-06-2025 - 09-06-2025,0
Sales,Hold invoices outstanding,2025-06-03,2025-06-09,03-06-2025 - 09-06-2025,3
Sales,Hold invoices outstanding,2025-06-03,2025-06-09,03-06-2025 - 09-06-2025,11
Sales,Hold invoices paid over 2 days,2025-06-03,2025-06-09,03-06-2025 - 09-06-2025,1
Sales,Hold invoices paid over 3 days,2025-06-03,2025-06-09,03-06-2025 - 09-06-2025,0
Sales,Hold invoices paid within 2 days,2025-06-03,2025-06-09,03-06-2025 - 09-06-2025,17
Sales,Hold invoices paid within 3 days,2025-06-03,2025-06-09,03-06-2025 - 09-06-2025,2
Sales,Hold invoices raised EH,2025-06-03,2025-06-09,03-06-2025 - 09-06-2025,21
Sales,Hold invoices raised PTH,2025-06-03,2025-06-09,03-06-2025 - 09-06-2025,13
Sales,Hold to Paid conversion EH,2025-06-03,2025-06-09,03-06-2025 - 09-06-2025,18
Sales,Hold to Paid conversion PTH,2025-06-03,2025-06-09,03-06-2025 - 09-06-2025,2
Sales,Lead to quote,2025-06-03,2025-06-09,03-06-2025 - 09-06-2025,21
Sales,Qualified Lead to Hold conversion EH,2025-06-03,2025-06-09,03-06-2025 - 09-06-2025,0.55
Sales,Qualified Lead to Hold conversion PTH,2025-06-03,2025-06-09,03-06-2025 - 09-06-2025,2.17
Leads,Alumnae EH,2025-06-10,2025-06-16,10-06-2025 - 16-06-2025,5
Leads,Alumnae PTH,2025-06-10,2025-06-16,10-06-2025 - 16-06-2025,1
Leads,Daily Average EH,2025-06-10,2025-06-16,10-06-2025 - 16-06-2025,12
Leads,Daily Average PTH,2025-06-10,2025-06-16,10-06-2025 - 16-06-2025,4
Leads,EH IG,2025-06-10,2025-06-16,10-06-2025 - 16-06-2025,8
Leads,EH Live Chat,2025-06-10,2025-06-16,10-06-2025 - 16-06-2025,2
Leads,EH Opt in pop up box,2025-06-10,2025-06-16,10-06-2025 - 16-06-2025,31
Leads,EH WhatsApp,2025-06-10,2025-06-16,10-06-2025 - 16-06-2025,17
Leads,Nuture Sequence EH,2025-06-10,2025-06-16,10-06-2025 - 16-06-2025,0
Leads,Nuture Sequence PTH,2025-06-10,2025-06-16,10-06-2025 - 16-06-2025,0
Leads,PTH IG,2025-06-10,2025-06-16,10-06-2025 - 16-06-2025,1
Leads,PTH Opt in pop up box,2025-06-10,2025-06-16,10-06-2025 - 16-06-2025,3
Leads,PTH WhatsApp,2025-06-10,2025-06-16,10-06-2025 - 16-06-2025,5
Leads,QUALIFIED LEADS EH,2025-06-10,2025-06-16,10-06-2025 - 16-06-2025,27
Leads,QUALIFIED LEADS PTH,2025-06-10,2025-06-16,10-06-2025 - 16-06-2025,7
Leads,Total Number of EH calls,2025-06-10,2025-06-16,10-06-2025 - 16-06-2025,1
Leads,Total Number of Leads EH,2025-06-10,2025-06-16,10-06-2025 - 16-06-2025,83
Leads,Total Number of Leads PTH,2025-06-10,2025-06-16,10-06-2025 - 16-06-2025,13
Leads,Total Number of PTH calls,2025-06-10,2025-06-16,10-06-2025 - 16-06-2025,0
Sales,Hold invoices cancelled,2025-06-10,2025-06-16,10-06-2025 - 16-06-2025,1
Sales,Hold invoices cancelled,2025-06-10,2025-06-16,10-06-2025 - 16-06-2025,1
Sales,Hold invoices outstanding,2025-06-10,2025-06-16,10-06-2025 - 16-06-2025,2
Sales,Hold invoices outstanding,2025-06-10,2025-06-16,10-06-2025 - 16-06-2025,0
Sales,Hold invoices paid over 2 days,2025-06-10,2025-06-16,10-06-2025 - 16-06-2025,0
Sales,Hold invoices paid over 3 days,2025-06-10,2025-06-16,10-06-2025 - 16-06-2025,0
Sales,Hold invoices paid within 2 days,2025-06-10,2025-06-16,10-06-2025 - 16-06-2025,12
Sales,Hold invoices paid within 3 days,2025-06-10,2025-06-16,10-06-2025 - 16-06-2025,1
Sales,Hold invoices raised EH,2025-06-10,2025-06-16,10-06-2025 - 16-06-2025,14
Sales,Hold invoices raised PTH,2025-06-10,2025-06-16,10-06-2025 - 16-06-2025,1
Sales,Hold to Paid conversion EH,2025-06-10,2025-06-16,10-06-2025 - 16-06-2025,12
Sales,Hold to Paid conversion PTH,2025-06-10,2025-06-16,10-06-2025 - 16-06-2025,1
Sales,Lead to quote,2025-06-10,2025-06-16,10-06-2025 - 16-06-2025,21
Sales,Qualified Lead to Hold conversion EH,2025-06-10,2025-06-16,10-06-2025 - 16-06-2025,0.52
Sales,Qualified Lead to Hold conversion PTH,2025-06-10,2025-06-16,10-06-2025 - 16-06-2025,0.14
Leads,Alumnae EH,2025-06-17,2025-06-23,17-06-2025 - 23-06-2025,10
Leads,Alumnae PTH,2025-06-17,2025-06-23,17-06-2025 - 23-06-2025,4
Leads,Daily Average EH,2025-06-17,2025-06-23,17-06-2025 - 23-06-2025,16
Leads,Daily Average PTH,2025-06-17,2025-06-23,17-06-2025 - 23-06-2025,5
Leads,EH IG,2025-06-17,2025-06-23,17-06-2025 - 23-06-2025,12
Leads,EH Live Chat,2025-06-17,2025-06-23,17-06-2025 - 23-06-2025,8
Leads,EH Opt in pop up box,2025-06-17,2025-06-23,17-06-2025 - 23-06-2025,52
Leads,EH WhatsApp,2025-06-17,2025-06-23,17-06-2025 - 23-06-2025,16
Leads,Nuture Sequence EH,2025-06-17,2025-06-23,17-06-2025 - 23-06-2025,0
Leads,Nuture Sequence PTH,2025-06-17,2025-06-23,17-06-2025 - 23-06-2025,0
Leads,PTH IG,2025-06-17,2025-06-23,17-06-2025 - 23-06-2025,1
Leads,PTH Opt in pop up box,2025-06-17,2025-06-23,17-06-2025 - 23-06-2025,5
Leads,PTH WhatsApp,2025-06-17,2025-06-23,17-06-2025 - 23-06-2025,7
Leads,QUALIFIED LEADS EH,2025-06-17,2025-06-23,17-06-2025 - 23-06-2025,35
Leads,QUALIFIED LEADS PTH,2025-06-17,2025-06-23,17-06-2025 - 23-06-2025,12
Leads,Total Number of EH calls,2025-06-17,2025-06-23,17-06-2025 - 23-06-2025,1
Leads,Total Number of Leads EH,2025-06-17,2025-06-23,17-06-2025 - 23-06-2025,111
Leads,Total Number of Leads PTH,2025-06-17,2025-06-23,17-06-2025 - 23-06-2025,19
Leads,Total Number of PTH calls,2025-06-17,2025-06-23,17-06-2025 - 23-06-2025,0
Sales,Hold invoices cancelled,2025-06-17,2025-06-23,17-06-2025 - 23-06-2025,1
Sales,Hold invoices cancelled,2025-06-17,2025-06-23,17-06-2025 - 23-06-2025,10
Sales,Hold invoices outstanding,2025-06-17,2025-06-23,17-06-2025 - 23-06-2025,4
Sales,Hold invoices outstanding,2025-06-17,2025-06-23,17-06-2025 - 23-06-2025,1
Sales,Hold invoices paid over 2 days,2025-06-17,2025-06-23,17-06-2025 - 23-06-2025,2
Sales,Hold invoices paid over 3 days,2025-06-17,2025-06-23,17-06-2025 - 23-06-2025,0
Sales,Hold invoices paid within 2 days,2025-06-17,2025-06-23,17-06-2025 - 23-06-2025,8
Sales,Hold invoices paid within 3 days,2025-06-17,2025-06-23,17-06-2025 - 23-06-2025,2
Sales,Hold invoices raised EH,2025-06-17,2025-06-23,17-06-2025 - 23-06-2025,15
