category,metric,week_start,week_end,week_range,value
Sales,Hold invoices raised PTH,2025-06-17,2025-06-23,17-06-2025 - 23-06-2025,3
Sales,Hold to Paid conversion EH,2025-06-17,2025-06-23,17-06-2025 - 23-06-2025,8
Sales,Hold to Paid conversion PTH,2025-06-17,2025-06-23,17-06-2025 - 23-06-2025,2
Sales,Lead to quote,2025-06-17,2025-06-23,17-06-2025 - 23-06-2025,34
Sales,Qualified Lead to Hold conversion EH,2025-06-17,2025-06-23,17-06-2025 - 23-06-2025,0.43
Sales,Qualified Lead to Hold conversion PTH,2025-06-17,2025-06-23,17-06-2025 - 23-06-2025,0.25
Leads,Alumnae EH,2025-06-24,2025-06-30,24-06-2025 - 30-06-2025,6
Leads,Alumnae PTH,2025-06-24,2025-06-30,24-06-2025 - 30-06-2025,1
Leads,Daily Average EH,2025-06-24,2025-06-30,24-06-2025 - 30-06-2025,17
Leads,Daily Average PTH,2025-06-24,2025-06-30,24-06-2025 - 30-06-2025,6
Leads,EH IG,2025-06-24,2025-06-30,24-06-2025 - 30-06-2025,6
Leads,EH Live Chat,2025-06-24,2025-06-30,24-06-2025 - 30-06-2025,2
Leads,EH Opt in pop up box,2025-06-24,2025-06-30,24-06-2025 - 30-06-2025,48
Leads,EH WhatsApp,2025-06-24,2025-06-30,24-06-2025 - 30-06-2025,19
Leads,Nuture Sequence EH,2025-06-24,2025-06-30,24-06-2025 - 30-06-2025,0
Leads,Nuture Sequence PTH,2025-06-24,2025-06-30,24-06-2025 - 30-06-2025,0
Leads,PTH IG,2025-06-24,2025-06-30,24-06-2025 - 30-06-2025,3
Leads,PTH Opt in pop up box,2025-06-24,2025-06-30,24-06-2025 - 30-06-2025,7
Leads,PTH WhatsApp,2025-06-24,2025-06-30,24-06-2025 - 30-06-2025,7
Leads,QUALIFIED LEADS EH,2025-06-24,2025-06-30,24-06-2025 - 30-06-2025,41
Leads,QUALIFIED LEADS PTH,2025-06-24,2025-06-30,24-06-2025 - 30-06-2025,11
Leads,Total Number of EH calls,2025-06-24,2025-06-30,24-06-2025 - 30-06-2025,2
Leads,Total Number of Leads EH,2025-06-24,2025-06-30,24-06-2025 - 30-06-2025,117
Leads,Total Number of Leads PTH,2025-06-24,2025-06-30,24-06-2025 - 30-06-2025,23
Leads,Total Number of PTH calls,2025-06-24,2025-06-30,24-06-2025 - 30-06-2025,0
Sales,Hold invoices cancelled,2025-06-24,2025-06-30,24-06-2025 - 30-06-2025,2
Sales,Hold invoices cancelled,2025-06-24,2025-06-30,24-06-2025 - 30-06-2025,1
Sales,Hold invoices outstanding,2025-06-24,2025-06-30,24-06-2025 - 30-06-2025,3
Sales,Hold invoices outstanding,2025-06-24,2025-06-30,24-06-2025 - 30-06-2025,0
Sales,Hold invoices paid over 2 days,2025-06-24,2025-06-30,24-06-2025 - 30-06-2025,4
Sales,Hold invoices paid over 3 days,2025-06-24,2025-06-30,24-06-2025 - 30-06-2025,1
Sales,Hold invoices paid within 2 days,2025-06-24,2025-06-30,24-06-2025 - 30-06-2025,4
Sales,Hold invoices paid within 3 days,2025-06-24,2025-06-30,24-06-2025 - 30-06-2025,1
Sales,Hold invoices raised EH,2025-06-24,2025-06-30,24-06-2025 - 30-06-2025,10
Sales,Hold invoices raised PTH,2025-06-24,2025-06-30,24-06-2025 - 30-06-2025,2
Sales,Hold to Paid conversion EH,2025-06-24,2025-06-30,24-06-2025 - 30-06-2025,8
Sales,Hold to Paid conversion PTH,2025-06-24,2025-06-30,24-06-2025 - 30-06-2025,2
Sales,Lead to quote,2025-06-24,2025-06-30,24-06-2025 - 30-06-2025,22
Sales,Qualified Lead to Hold conversion EH,2025-06-24,2025-06-30,24-06-2025 - 30-06-2025,0.24
Sales,Qualified Lead to Hold conversion PTH,2025-06-24,2025-06-30,24-06-2025 - 30-06-2025,0.18
Leads,Alumnae EH,2025-07-01,2025-07-07,01-07-2025 - 07-07-2025,4
Leads,Alumnae PTH,2025-07-01,2025-07-07,01-07-2025 - 07-07-2025,1
Leads,Daily Average EH,2025-07-01,2025-07-07,01-07-2025 - 07-07-2025,17
Leads,Daily Average PTH,2025-07-01,2025-07-07,01-07-2025 - 07-07-2025,1
Leads,EH IG,2025-07-01,2025-07-07,01-07-2025 - 07-07-2025,7
Leads,EH Live Chat,2025-07-01,2025-07-07,01-07-2025 - 07-07-2025,13
Leads,EH Opt in pop up box,2025-07-01,2025-07-07,01-07-2025 - 07-07-2025,60
Leads,EH WhatsApp,2025-07-01,2025-07-07,01-07-2025 - 07-07-2025,19
Leads,Nuture Sequence EH,2025-07-01,2025-07-07,01-07-2025 - 07-07-2025,0
Leads,Nuture Sequence PTH,2025-07-01,2025-07-07,01-07-2025 - 07-07-2025,0
Leads,PTH IG,2025-07-01,2025-07-07,01-07-2025 - 07-07-2025,0
Leads,PTH Opt in pop up box,2025-07-01,2025-07-07,01-07-2025 - 07-07-2025,5
Leads,PTH WhatsApp,2025-07-01,2025-07-07,01-07-2025 - 07-07-2025,2
Leads,QUALIFIED LEADS EH,2025-07-01,2025-07-07,01-07-2025 - 07-07-2025,38
Leads,QUALIFIED LEADS PTH,2025-07-01,2025-07-07,01-07-2025 - 07-07-2025,3
Leads,Total Number of EH calls,2025-07-01,2025-07-07,01-07-2025 - 07-07-2025,0
Leads,Total Number of Leads EH,2025-07-01,2025-07-07,01-07-2025 - 07-07-2025,117
Leads,Total Number of Leads PTH,2025-07-01,2025-07-07,01-07-2025 - 07-07-2025,8
Leads,Total Number of PTH calls,2025-07-01,2025-07-07,01-07-2025 - 07-07-2025,0
Sales,Hold invoices cancelled,2025-07-01,2025-07-07,01-07-2025 - 07-07-2025,2
Sales,Hold invoices cancelled,2025-07-01,2025-07-07,01-07-2025 - 07-07-2025,0
Sales,Hold invoices outstanding,2025-07-01,2025-07-07,01-07-2025 - 07-07-2025,8
Sales,Hold invoices outstanding,2025-07-01,2025-07-07,01-07-2025 - 07-07-2025,1
Sales,Hold invoices paid over 2 days,2025-07-01,2025-07-07,01-07-2025 - 07-07-2025,0
Sales,Hold invoices paid over 3 days,2025-07-01,2025-07-07,01-07-2025 - 07-07-2025,0
Sales,Hold invoices paid within 2 days,2025-07-01,2025-07-07,01-07-2025 - 07-07-2025,3
Sales,Hold invoices paid within 3 days,2025-07-01,2025-07-07,01-07-2025 - 07-07-2025,5
Sales,Hold invoices raised EH,2025-07-01,2025-07-07,01-07-2025 - 07-07-2025,11
Sales,Hold invoices raised PTH,2025-07-01,2025-07-07,01-07-2025 - 07-07-2025,6
Sales,Hold to Paid conversion EH,2025-07-01,2025-07-07,01-07-2025 - 07-07-2025,3
Sales,Hold to Paid conversion PTH,2025-07-01,2025-07-07,01-07-2025 - 07-07-2025,5
Sales,Lead to quote,2025-07-01,2025-07-07,01-07-2025 - 07-07-2025,25
Sales,Qualified Lead to Hold conversion EH,2025-07-01,2025-07-07,01-07-2025 - 07-07-2025,0.29
Sales,Qualified Lead to Hold conversion PTH,2025-07-01,2025-07-07,01-07-2025 - 07-07-2025,2
Leads,Alumnae EH,2025-07-08,2025-07-14,08-07-2025 - 14-07-2025,5
Leads,Alumnae PTH,2025-07-08,2025-07-14,08-07-2025 - 14-07-2025,0
Leads,Daily Average EH,2025-07-08,2025-07-14,08-07-2025 - 14-07-2025,14
Leads,Daily Average PTH,2025-07-08,2025-07-14,08-07-2025 - 14-07-2025,1
Leads,EH IG,2025-07-08,2025-07-14,08-07-2025 - 14-07-2025,0
Leads,EH Live Chat,2025-07-08,2025-07-14,08-07-2025 - 14-07-2025,9
Leads,EH Opt in pop up box,2025-07-08,2025-07-14,08-07-2025 - 14-07-2025,47
Leads,EH WhatsApp,2025-07-08,2025-07-14,08-07-2025 - 14-07-2025,18
Leads,Nuture Sequence EH,2025-07-08,2025-07-14,08-07-2025 - 14-07-2025,0
Leads,Nuture Sequence PTH,2025-07-08,2025-07-14,08-07-2025 - 14-07-2025,0
Leads,PTH IG,2025-07-08,2025-07-14,08-07-2025 - 14-07-2025,0
Leads,PTH Opt in pop up box,2025-07-08,2025-07-14,08-07-2025 - 14-07-2025,3
Leads,PTH WhatsApp,2025-07-08,2025-07-14,08-07-2025 - 14-07-2025,1
Leads,QUALIFIED LEADS EH,2025-07-08,2025-07-14,08-07-2025 - 14-07-2025,32
Leads,QUALIFIED LEADS PTH,2025-07-08,2025-07-14,08-07-2025 - 14-07-2025,0
Leads,Total Number of EH calls,2025-07-08,2025-07-14,08-07-2025 - 14-07-2025,2
Leads,Total Number of Leads EH,2025-07-08,2025-07-14,08-07-2025 - 14-07-2025,99
Leads,Total Number of Leads PTH,2025-07-08,2025-07-14,08-07-2025 - 14-07-2025,8
Leads,Total Number of PTH calls,2025-07-08,2025-07-14,08-07-2025 - 14-07-2025,0
Sales,Hold invoices cancelled,2025-07-08,2025-07-14,08-07-2025 - 14-07-2025,0
Sales,Hold invoices cancelled,2025-07-08,2025-07-14,08-07-2025 - 14-07-2025,0
Sales,Hold invoices outstanding,2025-07-08,2025-07-14,08-07-2025 - 14-07-2025,7
Sales,Hold invoices outstanding,2025-07-08,2025-07-14,08-07-2025 - 14-07-2025,0
Sales,Hold invoices paid over 2 days,2025-07-08,2025-07-14,08-07-2025 - 14-07-2025,1
Sales,Hold invoices paid over 3 days,2025-07-08,2025-07-14,08-07-2025 - 14-07-2025,0
Sales,Hold invoices paid within 2 days,2025-07-08,2025-07-14,08-07-2025 - 14-07-2025,9
Sales,Hold invoices paid within 3 days,2025-07-08,2025-07-14,08-07-2025 - 14-07-2025,0
Sales,Hold invoices raised EH,2025-07-08,2025-07-14,08-07-2025 - 14-07-2025,13
Sales,Hold invoices raised PTH,2025-07-08,2025-07-14,08-07-2025 - 14-07-2025,0
Sales,Hold to Paid conversion EH,2025-07-08,2025-07-14,08-07-2025 - 14-07-2025,10
Sales,Hold to Paid conversion PTH,2025-07-08,2025-07-14,08-07-2025 - 14-07-2025,0
Sales,Lead to quote,2025-07-08,2025-07-14,08-07-2025 - 14-07-2025,17
Sales,Qualified Lead to Hold conversion EH,2025-07-08,2025-07-14,08-07-2025 - 14-07-2025,0.41
Sales,Qualified Lead to Hold conversion PTH,2025-07-08,2025-07-14,08-07-2025 - 14-07-2025,NA
Leads,Alumnae EH,2025-07-15,2025-07-21,15-07-2025 - 21-07-2025,4
Leads,Alumnae PTH,2025-07-15,2025-07-21,15-07-2025 - 21-07-2025,4
Leads,Daily Average EH,2025-07-15,2025-07-21,15-07-2025 - 21-07-2025,18
Leads,Daily Average PTH,2025-07-15,2025-07-21,15-07-2025 - 21-07-2025,4
Leads,EH IG,2025-07-15,2025-07-21,15-07-2025 - 21-07-2025,3
Leads,EH Live Chat,2025-07-15,2025-07-21,15-07-2025 - 21-07-2025,6
Leads,EH Opt in pop up box,2025-07-15,2025-07-21,15-07-2025 - 21-07-2025,71
Leads,EH WhatsApp,2025-07-15,2025-07-21,15-07-2025 - 21-07-2025,18
Leads,Nuture Sequence EH,2025-07-15,2025-07-21,15-07-2025 - 21-07-2025,0
Leads,Nuture Sequence PTH,2025-07-15,2025-07-21,15-07-2025 - 21-07-2025,0
Leads,PTH IG,2025-07-15,2025-07-21,15-07-2025 - 21-07-2025,4
Leads,PTH Opt in pop up box,2025-07-15,2025-07-21,15-07-2025 - 21-07-2025,12
Leads,PTH WhatsApp,2025-07-15,2025-07-21,15-07-2025 - 21-07-2025,5
Leads,QUALIFIED LEADS EH,2025-07-15,2025-07-21,15-07-2025 - 21-07-2025,28
Leads,QUALIFIED LEADS PTH,2025-07-15,2025-07-21,15-07-2025 - 21-07-2025,8
Leads,Total Number of EH calls,2025-07-15,2025-07-21,15-07-2025 - 21-07-2025,1
Leads,Total Number of Leads EH,2025-07-15,2025-07-21,15-07-2025 - 21-07-2025,125
Leads,Total Number of Leads PTH,2025-07-15,2025-07-21,15-07-2025 - 21-07-2025,27
Leads,Total Number of PTH calls,2025-07-15,2025-07-21,15-07-2025 - 21-07-2025,0
Sales,Hold invoices cancelled,2025-07-15,2025-07-21,15-07-2025 - 21-07-2025,1
Sales,Hold invoices cancelled,2025-07-15,2025-07-21,15-07-2025 - 21-07-2025,0
Sales,Hold invoices outstanding,2025-07-15,2025-07-21,15-07-2025 - 21-07-2025,4
Sales,Hold invoices outstanding,2025-07-15,2025-07-21,15-07-2025 - 21-07-2025,0
Sales,Hold invoices paid over 2 days,2025-07-15,2025-07-21,15-07-2025 - 21-07-2025,0
Sales,Hold invoices paid over 3 days,2025-07-15,2025-07-21,15-07-2025 - 21-07-2025,3
Sales,Hold invoices paid within 2 days,2025-07-15,2025-07-21,15-07-2025 - 21-07-2025,6
Sales,Hold invoices paid within 3 days,2025-07-15,2025-07-21,15-07-2025 - 21-07-2025,0
Sales,Hold invoices raised EH,2025-07-15,2025-07-21,15-07-2025 - 21-07-2025,10
Sales,Hold invoices raised PTH,2025-07-15,2025-07-21,15-07-2025 - 21-07-2025,3
Sales,Hold to Paid conversion EH,2025-07-15,2025-07-21,15-07-2025 - 21-07-2025,6
Sales,Hold to Paid conversion PTH,2025-07-15,2025-07-21,15-07-2025 - 21-07-2025,3
Sales,Lead to quote,2025-07-15,2025-07-21,15-07-2025 - 21-07-2025,23
Sales,Qualified Lead to Hold conversion EH,2025-07-15,2025-07-21,15-07-2025 - 21-07-2025,0.36
Sales,Qualified Lead to Hold conversion PTH,2025-07-15,2025-07-21,15-07-2025 - 21-07-2025,0.38
Leads,Alumnae EH,2025-07-22,2025-07-28,22-07-2025 - 28-07-2025,4
Leads,Alumnae PTH,2025-07-22,2025-07-28,22-07-2025 - 28-07-2025,2
Leads,Daily Average EH,2025-07-22,2025-07-28,22-07-2025 - 28-07-2025,17
Leads,Daily Average PTH,2025-07-22,2025-07-28,22-07-2025 - 28-07-2025,2
Leads,EH IG,2025-07-22,2025-07-28,22-07-2025 - 28-07-2025,3
Leads,EH Live Chat,2025-07-22,2025-07-28,22-07-2025 - 28-07-2025,7
Leads,EH Opt in pop up box,2025-07-22,2025-07-28,22-07-2025 - 28-07-2025,70
Leads,EH WhatsApp,2025-07-22,2025-07-28,22-07-2025 - 28-07-2025,26
Leads,Nuture Sequence EH,2025-07-22,2025-07-28,22-07-2025 - 28-07-2025,0
Leads,Nuture Sequence PTH,2025-07-22,2025-07-28,22-07-2025 - 28-07-2025,0
Leads,PTH IG,2025-07-22,2025-07-28,22-07-2025 - 28-07-2025,0
Leads,PTH Opt in pop up box,2025-07-22,2025-07-28,22-07-2025 - 28-07-2025,6
Leads,PTH WhatsApp,2025-07-22,2025-07-28,22-07-2025 - 28-07-2025,3
Leads,QUALIFIED LEADS EH,2025-07-22,2025-07-28,22-07-2025 - 28-07-2025,35
Leads,QUALIFIED LEADS PTH,2025-07-22,2025-07-28,22-07-2025 - 28-07-2025,5
Leads,Total Number of EH calls,2025-07-22,2025-07-28,22-07-2025 - 28-07-2025,1
Leads,Total Number of Leads EH,2025-07-22,2025-07-28,22-07-2025 - 28-07-2025,116
Leads,Total Number of Leads PTH,2025-07-22,2025-07-28,22-07-2025 - 28-07-2025,14
Leads,Total Number of PTH calls,2025-07-22,2025-07-28,22-07-2025 - 28-07-2025,0
Sales,Hold invoices cancelled,2025-07-22,2025-07-28,22-07-2025 - 28-07-2025,NA
Sales,Hold invoices cancelled,2025-07-22,2025-07-28,22-07-2025 - 28-07-2025,0
Sales,Hold invoices outstanding,2025-07-22,2025-07-28,22-07-2025 - 28-07-2025,8
Sales,Hold invoices outstanding,2025-07-22,2025-07-28,22-07-2025 - 28-07-2025,0
Sales,Hold invoices paid over 2 days,2025-07-22,2025-07-28,22-07-2025 - 28-07-2025,3
Sales,Hold invoices paid over 3 days,2025-07-22,2025-07-28,22-07-2025 - 28-07-2025,0
Sales,Hold invoices paid within 2 days,2025-07-22,2025-07-28,22-07-2025 - 28-07-2025,4
Sales,Hold invoices paid within 3 days,2025-07-22,2025-07-28,22-07-2025 - 28-07-2025,1
Sales,Hold invoices raised EH,2025-07-22,2025-07-28,22-07-2025 - 28-07-2025,16
Sales,Hold invoices raised PTH,2025-07-22,2025-07-28,22-07-2025 - 28-07-2025,1
Sales,Hold to Paid conversion EH,2025-07-22,2025-07-28,22-07-2025 - 28-07-2025,7
Sales,Hold to Paid conversion PTH,2025-07-22,2025-07-28,22-07-2025 - 28-07-2025,1
Sales,Lead to quote,2025-07-22,2025-07-28,22-07-2025 - 28-07-2025,26
Sales,Qualified Lead to Hold conversion EH,2025-07-22,2025-07-28,22-07-2025 - 28-07-2025,0.46
Sales,Qualified Lead to Hold conversion PTH,2025-07-22,2025-07-28,22-07-2025 - 28-07-2025,0.2
Leads,Alumnae EH,2025-07-29,2025-08-04,29-07-2025 - 04-08-2025,7
Leads,Alumnae PTH,2025-07-29,2025-08-04,29-07-2025 - 04-08-2025,1
Leads,Daily Average EH,2025-07-29,2025-08-04,29-07-2025 - 04-08-2025,19
Leads,Daily Average PTH,2025-07-29,2025-08-04,29-07-2025 - 04-08-2025,6
Leads,EH IG,2025-07-29,2025-08-04,29-07-2025 - 04-08-2025,3
Leads,EH Live Chat,2025-07-29,2025-08-04,29-07-2025 - 04-08-2025,8
Leads,EH Opt in pop up box,2025-07-29,2025-08-04,29-07-2025 - 04-08-2025,67
Leads,EH WhatsApp,2025-07-29,2025-08-04,29-07-2025 - 04-08-2025,32
Leads,Nuture Sequence EH,2025-07-29,2025-08-04,29-07-2025 - 04-08-2025,0
Leads,Nuture Sequence PTH,2025-07-29,2025-08-04,29-07-2025 - 04-08-2025,0
Leads,PTH IG,2025-07-29,2025-08-04,29-07-2025 - 04-08-2025,0
Leads,PTH Opt in pop up box,2025-07-29,2025-08-04,29-07-2025 - 04-08-2025,5
Leads,PTH WhatsApp,2025-07-29,2025-08-04,29-07-2025 - 04-08-2025,2
Leads,QUALIFIED LEADS EH,2025-07-29,2025-08-04,29-07-2025 - 04-08-2025,41
Leads,QUALIFIED LEADS PTH,2025-07-29,2025-08-04,29-07-2025 - 04-08-2025,3
Leads,Total Number of EH calls,2025-07-29,2025-08-04,29-07-2025 - 04-08-2025,5
Leads,Total Number of Leads EH,2025-07-29,2025-08-04,29-07-2025 - 04-08-2025,133
Leads,Total Number of Leads PTH,2025-07-29,2025-08-04,29-07-2025 - 04-08-2025,9
Leads,Total Number of PTH calls,2025-07-29,2025-08-04,29-07-2025 - 04-08-2025,0
Sales,Hold invoices cancelled,2025-07-29,2025-08-04,29-07-2025 - 04-08-2025,0
Sales,Hold invoices cancelled,2025-07-29,2025-08-04,29-07-2025 - 04-08-2025,0
Sales,Hold invoices outstanding,2025-07-29,2025-08-04,29-07-2025 - 04-08-2025,2
Sales,Hold invoices outstanding,2025-07-29,2025-08-04,29-07-2025 - 04-08-2025,0
Sales,Hold invoices paid over 2 days,2025-07-29,2025-08-04,29-07-2025 - 04-08-2025,1
Sales,Hold invoices paid over 3 days,2025-07-29,2025-08-04,29-07-2025 - 04-08-2025,0
Sales,Hold invoices paid within 2 days,2025-07-29,2025-08-04,29-07-2025 - 04-08-2025,14
Sales,Hold invoices paid within 3 days,2025-07-29,2025-08-04,29-07-2025 - 04-08-2025,3
Sales,Hold invoices raised EH,2025-07-29,2025-08-04,29-07-2025 - 04-08-2025,17
Sales,Hold invoices raised PTH,2025-07-29,2025-08-04,29-07-2025 - 04-08-2025,3
Sales,Hold to Paid conversion EH,2025-07-29,2025-08-04,29-07-2025 - 04-08-2025,15
Sales,Hold to Paid conversion PTH,2025-07-29,2025-08-04,29-07-2025 - 04-08-2025,3
Sales,Lead to quote,2025-07-29,2025-08-04,29-07-2025 - 04-08-2025,37
Sales,Qualified Lead to Hold conversion EH,2025-07-29,2025-08-04,29-07-2025 - 04-08-2025,0.41
Sales,Qualified Lead to Hold conversion PTH,2025-07-29,2025-08-04,29-07-2025 - 04-08-2025,1
Leads,Alumnae EH,2025-08-05,2025-08-11,05-08-2025 - 11-08-2025,4
Leads,Alumnae PTH,2025-08-05,2025-08-11,05-08-2025 - 11-08-2025,0
Leads,Daily Average EH,2025-08-05,2025-08-11,05-08-2025 - 11-08-2025,19
Leads,Daily Average PTH,2025-08-05,2025-08-11,05-08-2025 - 11-08-2025,1
Leads,EH IG,2025-08-05,2025-08-11,05-08-2025 - 11-08-2025,2
Leads,EH Live Chat,2025-08-05,2025-08-11,05-08-2025 - 11-08-2025,8
Leads,EH Opt in pop up box,2025-08-05,2025-08-11,05-08-2025 - 11-08-2025,71
Leads,EH WhatsApp,2025-08-05,2025-08-11,05-08-2025 - 11-08-2025,24
Leads,Nuture Sequence EH,2025-08-05,2025-08-11,05-08-2025 - 11-08-2025,0
Leads,Nuture Sequence PTH,2025-08-05,2025-08-11,05-08-2025 - 11-08-2025,0
Leads,PTH IG,2025-08-05,2025-08-11,05-08-2025 - 11-08-2025,0
Leads,PTH Opt in pop up box,2025-08-05,2025-08-11,05-08-2025 - 11-08-2025,2
Leads,PTH WhatsApp,2025-08-05,2025-08-11,05-08-2025 - 11-08-2025,6
Leads,QUALIFIED LEADS EH,2025-08-05,2025-08-11,05-08-2025 - 11-08-2025,43
Leads,QUALIFIED LEADS PTH,2025-08-05,2025-08-11,05-08-2025 - 11-08-2025,7
Leads,Total Number of EH calls,2025-08-05,2025-08-11,05-08-2025 - 11-08-2025,1
Leads,Total Number of Leads EH,2025-08-05,2025-08-11,05-08-2025 - 11-08-2025,131
Leads,Total Number of Leads PTH,2025-08-05,2025-08-11,05-08-2025 - 11-08-2025,9
Leads,Total Number of PTH calls,2025-08-05,2025-08-11,05-08-2025 - 11-08-2025,0
Sales,Hold invoices cancelled,2025-08-05,2025-08-11,05-08-2025 - 11-08-2025,0
Sales,Hold invoices cancelled,2025-08-05,2025-08-11,05-08-2025 - 11-08-2025,2
Sales,Hold invoices outstanding,2025-08-05,2025-08-11,05-08-2025 - 11-08-2025,6
Sales,Hold invoices outstanding,2025-08-05,2025-08-11,05-08-2025 - 11-08-2025,2
Sales,Hold invoices paid over 2 days,2025-08-05,2025-08-11,05-08-2025 - 11-08-2025,1
Sales,Hold invoices paid over 3 days,2025-08-05,2025-08-11,05-08-2025 - 11-08-2025,0
Sales,Hold invoices paid within 2 days,2025-08-05,2025-08-11,05-08-2025 - 11-08-2025,12
Sales,Hold invoices paid within 3 days,2025-08-05,2025-08-11,05-08-2025 - 11-08-2025,1
Sales,Hold invoices raised EH,2025-08-05,2025-08-11,05-08-2025 - 11-08-2025,19
Sales,Hold invoices raised PTH,2025-08-05,2025-08-11,05-08-2025 - 11-08-2025,3
Sales,Hold to Paid conversion EH,2025-08-05,2025-08-11,05-08-2025 - 11-08-2025,13
Sales,Hold to Paid conversion PTH,2025-08-05,2025-08-11,05-08-2025 - 11-08-2025,1
Sales,Lead to quote,2025-08-05,2025-08-11,05-08-2025 - 11-08-2025,33
Sales,Qualified Lead to Hold conversion EH,2025-08-05,2025-08-11,05-08-2025 - 11-08-2025,0.44
Sales,Qualified Lead to Hold conversion PTH,2025-08-05,2025-08-11,05-08-2025 - 11-08-2025,0.43
Leads,Alumnae EH,2025-08-12,2025-08-18,12-08-2025 - 18-08-2025,6
Leads,Alumnae PTH,2025-08-12,2025-08-18,12-08-2025 - 18-08-2025,0
Leads,Daily Average EH,2025-08-12,2025-08-18,12-08-2025 - 18-08-2025,16
Leads,Daily Average PTH,2025-08-12,2025-08-18,12-08-2025 - 18-08-2025,1
Leads,EH IG,2025-08-12,2025-08-18,12-08-2025 - 18-08-2025,0
Leads,EH Live Chat,2025-08-12,2025-08-18,12-08-2025 - 18-08-2025,3
Leads,EH Opt in pop up box,2025-08-12,2025-08-18,12-08-2025 - 18-08-2025,63
Leads,EH WhatsApp,2025-08-12,2025-08-18,12-08-2025 - 18-08-2025,30
Leads,Nuture Sequence EH,2025-08-12,2025-08-18,12-08-2025 - 18-08-2025,0
Leads,Nuture Sequence PTH,2025-08-12,2025-08-18,12-08-2025 - 18-08-2025,0
Leads,PTH IG,2025-08-12,2025-08-18,12-08-2025 - 18-08-2025,0
Leads,PTH Opt in pop up box,2025-08-12,2025-08-18,12-08-2025 - 18-08-2025,3
Leads,PTH WhatsApp,2025-08-12,2025-08-18,12-08-2025 - 18-08-2025,1
Leads,QUALIFIED LEADS EH,2025-08-12,2025-08-18,12-08-2025 - 18-08-2025,33
Leads,QUALIFIED LEADS PTH,2025-08-12,2025-08-18,12-08-2025 - 18-08-2025,2
Leads,Total Number of EH calls,2025-08-12,2025-08-18,12-08-2025 - 18-08-2025,1
Leads,Total Number of Leads EH,2025-08-12,2025-08-18,12-08-2025 - 18-08-2025,113
Leads,Total Number of Leads PTH,2025-08-12,2025-08-18,12-08-2025 - 18-08-2025,6
Leads,Total Number of PTH calls,2025-08-12,2025-08-18,12-08-2025 - 18-08-2025,0
Sales,Hold invoices cancelled,2025-08-12,2025-08-18,12-08-2025 - 18-08-2025,0
Sales,Hold invoices cancelled,2025-08-12,2025-08-18,12-08-2025 - 18-08-2025,0
Sales,Hold invoices outstanding,2025-08-12,2025-08-18,12-08-2025 - 18-08-2025,4
Sales,Hold invoices outstanding,2025-08-12,2025-08-18,12-08-2025 - 18-08-2025,1
Sales,Hold invoices paid over 2 days,2025-08-12,2025-08-18,12-08-2025 - 18-08-2025,3
Sales,Hold invoices paid over 3 days,2025-08-12,2025-08-18,12-08-2025 - 18-08-2025,0
Sales,Hold invoices paid within 2 days,2025-08-12,2025-08-18,12-08-2025 - 18-08-2025,11
Sales,Hold invoices paid within 3 days,2025-08-12,2025-08-18,12-08-2025 - 18-08-2025,0
Sales,Hold invoices raised EH,2025-08-12,2025-08-18,12-08-2025 - 18-08-2025,14
Sales,Hold invoices raised PTH,2025-08-12,2025-08-18,12-08-2025 - 18-08-2025,3
Sales,Hold to Paid conversion EH,2025-08-12,2025-08-18,12-08-2025 - 18-08-2025,7
Sales,Hold to Paid conversion PTH,2025-08-12,2025-08-18,12-08-2025 - 18-08-2025,1
Sales,Lead to quote,2025-08-12,2025-08-18,12-08-2025 - 18-08-2025,24
Sales,Qualified Lead to Hold conversion EH,2025-08-12,2025-08-18,12-08-2025 - 18-08-2025,0.42
Sales,Qualified Lead to Hold conversion PTH,2025-08-12,2025-08-18,12-08-2025 - 18-08-2025,1.5
Leads,Alumnae EH,2025-08-19,2025-08-25,19-08-2025 - 25-08-2025,2
Leads,Alumnae PTH,2025-08-19,2025-08-25,19-08-2025 - 25-08-2025,0
Leads,Daily Average EH,2025-08-19,2025-08-25,19-08-2025 - 25-08-2025,11
Leads,Daily Average PTH,2025-08-19,2025-08-25,19-08-2025 - 25-08-2025,2
Leads,EH IG,2025-08-19,2025-08-25,19-08-2025 - 25-08-2025,1
Leads,EH Live Chat,2025-08-19,2025-08-25,19-08-2025 - 25-08-2025,1
Leads,EH Opt in pop up box,2025-08-19,2025-08-25,19-08-2025 - 25-08-2025,46
Leads,EH WhatsApp,2025-08-19,2025-08-25,19-08-2025 - 25-08-2025,20
Leads,Nuture Sequence EH,2025-08-19,2025-08-25,19-08-2025 - 25-08-2025,0
Leads,Nuture Sequence PTH,2025-08-19,2025-08-25,19-08-2025 - 25-08-2025,0
Leads,PTH IG,2025-08-19,2025-08-25,19-08-2025 - 25-08-2025,0
Leads,PTH Opt in pop up box,2025-08-19,2025-08-25,19-08-2025 - 25-08-2025,4
Leads,PTH WhatsApp,2025-08-19,2025-08-25,19-08-2025 - 25-08-2025,6
Leads,QUALIFIED LEADS EH,2025-08-19,2025-08-25,19-08-2025 - 25-08-2025,22
Leads,QUALIFIED LEADS PTH,2025-08-19,2025-08-25,19-08-2025 - 25-08-2025,6
Leads,Total Number of EH calls,2025-08-19,2025-08-25,19-08-2025 - 25-08-2025,0
Leads,Total Number of Leads EH,2025-08-19,2025-08-25,19-08-2025 - 25-08-2025,78
